code,date,open,high,low,close,preclose,volume,turn,tradestatus
sh.000001,2025-03-27,3362.7123,3394.0349,3351.1739,3373.7489,3368.6973,41477631400,0.885331,1
sh.000001,2025-03-28,3372.0388,3375.0528,3346.0807,3351.3068,3373.7489,41228428900,0.880002,1
sh.000001,2025-03-31,3343.3442,3361.7415,3317.7381,3335.7462,3351.3068,47257197800,1.008682,1
sh.000001,2025-04-01,3340.7121,3357.6215,3338.7788,3348.4351,3335.7462,42258867000,0.901947,1
sh.000001,2025-04-02,3344.1711,3361.134,3343.1155,3350.1266,3348.4351,35012736400,0.747246,1
sh.000001,2025-04-03,3319.6057,3358.4256,3319.6057,3342.0077,3350.1266,40051782700,0.85476,1
sh.000001,2025-04-07,3193.1024,3217.7818,3040.6932,3096.5762,3342.0077,66219958400,1.413224,1
sh.000001,2025-04-08,3094.2619,3145.5491,3085.1229,3145.5491,3096.5762,66224238700,1.412918,1
sh.000001,2025-04-09,3110.0101,3186.8099,3070.0778,3186.8099,3145.5491,68479717400,1.461056,1
sh.000001,2025-04-10,3227.8362,3239.9408,3201.5714,3223.6379,3186.8099,59120827300,1.261378,1
sh.000001,2025-04-11,3219.5053,3249.8536,3211.3497,3238.2268,3223.6379,47553180400,1.014554,1
sh.000001,2025-04-14,3251.9779,3272.7203,3244.7327,3262.8075,3238.2268,47137322000,1.005685,1
sh.000001,2025-04-15,3260.685,3268.9848,3246.3369,3267.6623,3262.8075,39666289500,0.847173,1
sh.000001,2025-04-16,3267.665,3276.0045,3233.7911,3276.0039,3267.6623,42953485400,0.917381,1
sh.000001,2025-04-17,3261.7177,3285.9154,3258.1451,3280.3412,3276.0039,38201269800,0.815885,1
sh.000001,2025-04-18,3270.3534,3283.0896,3262.3916,3276.7304,3280.3412,35883619300,0.76635,1
sh.000001,2025-04-21,3273.1383,3298.6398,3270.0131,3291.4341,3276.7304,37930758800,0.81007,1
sh.000001,2025-04-22,3289.1664,3311.1529,3288.3316,3299.7571,3291.4341,40316761500,0.862491,1
sh.000001,2025-04-23,3308.1514,3312.1923,3293.0633,3296.3552,3299.7571,41163321200,0.880299,1
sh.000001,2025-04-24,3295.1487,3313.5087,3286.2363,3297.2881,3296.3552,39284474900,0.840115,1
sh.000001,2025-04-25,3300.3916,3305.2618,3288.7545,3295.06,3297.2881,41104319200,0.878979,1
sh.000001,2025-04-28,3292.0559,3296.9318,3279.8773,3288.4147,3295.06,41066586300,0.878176,1
sh.000001,2025-04-29,3281.4453,3294.9815,3277.6271,3286.6548,3288.4147,38896167200,0.831643,1
sh.000001,2025-04-30,3284.0812,3292.2002,3277.5499,3279.0314,3286.6548,43579433500,0.931774,1
sh.000001,2025-05-06,3295.2504,3316.4476,3286.9886,3316.1135,3279.0314,47436961700,1.014251,1
sh.000001,2025-05-07,3354.9737,3356.6884,3324.8088,3342.6651,3316.1135,51115960600,1.092812,1
sh.000001,2025-05-08,3331.2052,3359.7309,3327.9024,3351.9958,3342.6651,42837776600,0.915782,1
sh.000001,2025-05-09,3350.405,3351.2198,3335.127,3341.9989,3351.9958,39890919100,0.852771,1
sh.000001,2025-05-12,3352.9698,3372.4724,3344.2687,3369.2445,3341.9989,41823991000,0.894055,1
sh.000001,2025-05-13,3386.2344,3386.2344,3370.2516,3374.8707,3369.2445,42624070000,0.911937,1
sh.000001,2025-05-14,3374.2353,3417.3142,3368.0781,3403.9481,3374.8707,46493444100,0.994675,1
sh.000001,2025-05-15,3398.4272,3402.8656,3378.0208,3380.8214,3403.9481,42410091600,0.907316,1
sh.000001,2025-05-16,3374.7061,3380.29,3356.6609,3367.4619,3380.8214,39540103000,0.845906,1
sh.000001,2025-05-19,3365.8823,3373.5994,3356.6483,3367.5829,3367.4619,40307480500,0.862323,1
sh.000001,2025-05-20,3371.6886,3387.804,3369.9629,3380.478,3367.5829,40554453400,0.845842,1
sh.000001,2025-05-21,3380.2094,3394.7541,3380.2094,3387.5736,3380.478,41249616500,0.864774,1
sh.000001,2025-05-22,3381.865,3390.5925,3376.2331,3380.1885,3387.5736,39421720600,0.822679,1
sh.000001,2025-05-23,3376.8691,3389.4686,3348.3717,3348.3717,3380.1885,40022700400,0.839531,1
sh.000001,2025-05-26,3346.561,3362.307,3336.3552,3346.8388,3348.3717,34756210100,0.729511,1
sh.000001,2025-05-27,3346.5029,3351.5718,3332.4895,3340.687,3346.8388,34407115700,0.72189,1
sh.000001,2025-05-28,3341.8518,3348.234,3336.7273,3339.9319,3340.687,34155544300,0.712961,1
sh.000001,2025-05-29,3340.4012,3368.6334,3337.415,3363.4455,3339.9319,39323380600,0.822167,1
sh.000001,2025-05-30,3358.8093,3361.2751,3341.6484,3347.4873,3363.4455,38560217000,0.808996,1
sh.000001,2025-06-03,3340.0666,3366.9974,3340.0666,3361.9755,3347.4873,39806077200,0.836795,1
sh.000001,2025-06-04,3363.391,3379.6401,3363.391,3376.2029,3361.9755,38649464300,0.807385,1
sh.000001,2025-06-05,3378.2169,3387.7645,3371.1457,3384.0985,3376.2029,40625209300,0.847206,1
sh.000001,2025-06-06,3384.2949,3391.451,3379.7641,3385.3579,3384.0985,38012288600,0.792396,1
sh.000001,2025-06-09,3388.7783,3402.0503,3383.0742,3399.7716,3385.3579,42734794700,0.893977,1
sh.000001,2025-06-10,3402.013,3406.4515,3365.6674,3384.8163,3399.7716,48161856800,0.996444,1
sh.000001,2025-06-11,3385.4568,3413.5132,3385.4568,3402.3159,3384.8163,42409031300,0.883594,1
sh.000001,2025-06-12,3397.972,3408.2049,3388.8657,3402.658,3402.3159,40949061000,0.85292,1
sh.000001,2025-06-13,3397.4844,3401.5526,3370.5924,3376.996,3402.658,51006522100,1.063753,1
sh.000001,2025-06-16,3369.3661,3389.7563,3368.8764,3388.7293,3376.996,40538327800,0.842679,1
sh.000001,2025-06-17,3388.1801,3393.3127,3376.4201,3387.4049,3388.7293,39001244700,0.810351,1
sh.000001,2025-06-18,3386.136,3391.7087,3369.9859,3388.8086,3387.4049,37868489100,0.787769,1
sh.000001,2025-06-19,3384.2932,3386.9194,3353.9355,3362.1082,3388.8086,41532765500,0.862733,1
sh.000001,2025-06-20,3358.9128,3370.7984,3357.7061,3359.8954,3362.1082,35022366200,0.729493,1
sh.000001,2025-06-23,3349.4603,3389.4524,3347.6508,3381.5816,3359.8954,38456139700,0.803043,1
sh.000001,2025-06-24,3380.08,3423.7835,3380.08,3420.566,3381.5816,46096380000,0.959787,1
sh.000001,2025-06-25,3419.0914,3459.0093,3417.4105,3455.9736,3420.566,50938406400,1.064139,1
sh.000001,2025-06-26,3451.7193,3462.752,3446.1855,3448.4534,3455.9736,49654107700,1.034898,1
sh.000001,2025-06-27,3450.6863,3462.6273,3421.0403,3424.2267,3448.4534,52312943200,1.090579,1
sh.000001,2025-06-30,3423.4738,3447.46,3420.1118,3444.4256,3424.2267,45734804900,0.946081,1
sh.000001,2025-07-01,3445.8457,3459.5866,3441.0379,3457.7474,3444.4256,44435673900,0.924416,1
sh.000001,2025-07-02,3458.171,3461.328,3447.9557,3454.7924,3457.7474,49811677600,1.040099,1
sh.000001,2025-07-03,3456.1519,3463.6198,3446.9739,3461.1506,3454.7924,43854346500,0.913072,1
sh.000001,2025-07-04,3459.5924,3497.2248,3455.4938,3472.3192,3461.1506,50019521000,1.045643,1
sh.000001,2025-07-07,3467.9849,3474.8007,3462.7923,3473.1271,3472.3192,43663134000,0.912908,1
sh.000001,2025-07-08,3474.6316,3499.8857,3474.6316,3497.4753,3473.1271,49348477300,1.027463,1
sh.000001,2025-07-09,3498.724,3512.6687,3491.2007,3493.0495,3497.4753,52392008800,1.094669,1
sh.000001,2025-07-10,3491.4973,3526.5899,3491.4973,3509.6818,3493.0495,56415980500,1.1812,1
sh.000001,2025-07-11,3511.3656,3555.2179,3506.7994,3510.1772,3509.6818,66418524900,1.392228,1
sh.000001,2025-07-14,3513.2515,3532.1183,3513.2515,3519.6498,3510.1772,57208470500,1.197839,1
sh.000001,2025-07-15,3519.8052,3527.0379,3483.3798,3504.9988,3519.6498,57207472600,1.195963,1
sh.000001,2025-07-16,3502.8987,3511.8058,3489.1368,3503.7769,3504.9988,47087857800,0.946878,1
sh.000001,2025-07-17,3500.3715,3517.2847,3499.1856,3516.8255,3503.7769,47221105600,0.967242,1
sh.000001,2025-07-18,3519.4752,3536.0143,3518.2313,3534.4827,3516.8255,49348408800,1.016825,1
sh.000001,2025-07-21,3542.8164,3560.6285,3542.5677,3559.7912,3534.4827,63364973600,1.307683,1
sh.000001,2025-07-22,3561.6316,3584.7185,3547.252,3581.8611,3559.7912,71615523000,1.481176,1
sh.000001,2025-07-23,3588.8777,3613.0223,3577.5942,3582.298,3581.8611,76767238800,1.596276,1
sh.000001,2025-07-24,3578.9121,3608.7278,3577.1131,3605.7269,3582.298,77326583500,1.610577,1
sh.000001,2025-07-25,3604.4505,3610.0287,3586.22,3593.6553,3605.7269,69718954900,1.453518,1
sh.000001,2025-07-28,3594.2313,3606.2742,3582.1489,3597.9369,3593.6553,59418787700,1.242376,1
sh.000001,2025-07-29,3595.8099,3611.3532,3585.9435,3609.7113,3597.9369,61064205800,1.275664,1
sh.000001,2025-07-30,3608.354,3636.1664,3593.7338,3615.7167,3609.7113,63722191600,1.332817,1
sh.000001,2025-07-31,3604.6959,3606.3744,3562.6072,3573.2082,3615.7167,65450934900,1.366192,1
sh.000001,2025-08-01,3568.2608,3581.7457,3550.0434,3559.9518,3573.2082,50956308000,1.06634,1
sh.000001,2025-08-04,3547.1629,3583.3088,3547.1629,3583.3088,3559.9518,45857361800,0.96142,1
sh.000001,2025-08-05,3588.8077,3617.5976,3586.9686,3617.5976,3583.3088,49979778000,1.045927,1
sh.000001,2025-08-06,3615.808,3634.3135,3613.9894,3633.9949,3617.5976,51246727300,1.071926,1
sh.000001,2025-08-07,3637.7811,3645.117,3622.5224,3639.6666,3633.9949,53550120200,1.120057,1
sh.000001,2025-08-08,3634.8546,3645.3667,3625.4508,3635.1281,3639.6666,52640757200,1.10003,1
sz.399001,2025-01-02,10400.6644,10409.6132,10006.5558,10088.0589,10414.6113,68111670937,1.88783,1
sz.399001,2025-01-03,10097.9312,10139.9895,9891.8398,9897.1203,10088.0589,68523525692,1.715863,1
sz.399001,2025-01-06,9890.9841,9975.9921,9817.7509,9885.6545,9897.1203,58623548268,1.419052,1
sz.399001,2025-01-07,9860.578,10000.3408,9822.0008,9998.7565,9885.6545,58891906830,1.514604,1
sz.399001,2025-01-08,9940.1968,10016.2192,9731.4379,9944.6404,9998.7565,68356138045,1.739714,1
sz.399001,2025-01-09,9906.9088,10021.9397,9901.6345,9976.0038,9944.6404,60520292074,1.460285,1
sz.399001,2025-01-10,9957.8343,10004.0607,9795.9438,9795.9438,9976.0038,61636098545,1.524688,1
sz.399001,2025-01-13,9697.4484,9866.3609,9693.7998,9796.1764,9795.9438,50480043564,1.293843,1
sz.399001,2025-01-14,9822.349,10178.6709,9788.761,10165.1692,9796.1764,69071645495,1.833583,1
sz.399001,2025-01-15,10139.7803,10147.2632,10038.2979,10060.1297,10165.1692,62657312976,1.447012,1
sz.399001,2025-01-16,10110.4149,10249.6211,10011.167,10101.0952,10060.1297,67961881355,1.686925,1
sz.399001,2025-01-17,10059.9895,10227.7114,10059.1576,10161.3212,10101.0952,57621440908,1.389187,1
sz.399001,2025-01-20,10240.7148,10333.1584,10225.3442,10256.3954,10161.3212,58773577977,1.49777,1
sz.399001,2025-01-21,10323.1204,10325.6873,10205.9861,10305.6935,10256.3954,59739678942,1.565375,1
sz.399001,2025-01-22,10263.0421,10272.5913,10161.9982,10225.8713,10305.6935,53343230020,1.407762,1
sz.399001,2025-01-23,10323.4463,10411.4727,10176.1741,10176.1741,10225.8713,64807888595,1.772536,1
sz.399001,2025-01-24,10141.4064,10315.3746,10141.4064,10292.7299,10176.1741,58994433015,1.591486,1
sz.399001,2025-01-27,10299.9705,10329.6078,10156.0665,10156.0665,10292.7299,53284741781,1.4085,1
sz.399001,2025-02-05,10237.7056,10241.369,10124.1952,10164.2238,10156.0665,58326774483,1.710344,1
sz.399001,2025-02-06,10142.8499,10393.6337,10135.1529,10393.6337,10164.2238,71099013431,2.025162,1
sz.399001,2025-02-07,10410.0347,10666.739,10384.2458,10576.0034,10393.6337,88720613135,2.558861,1
sz.399001,2025-02-10,10608.6063,10645.9609,10532.1194,10631.2462,10576.0034,81642797871,2.243585,1
sz.399001,2025-02-11,10640.8374,10640.8374,10524.0097,10557.6223,10631.2462,77022717337,2.047965,1
sz.399001,2025-02-12,10529.4138,10709.2679,10513.2275,10708.8838,10557.6223,76233590457,2.097868,1
sz.399001,2025-02-13,10691.4586,10739.5076,10621.0898,10626.6239,10708.8838,83933051636,2.290265,1
sz.399001,2025-02-14,10616.0193,10760.8608,10616.0193,10749.4562,10626.6239,78638009726,2.157737,1
sz.399001,2025-02-17,10820.9577,10829.8219,10711.4294,10791.0599,10749.4562,86705929130,2.393648,1
sz.399001,2025-02-18,10781.1975,10817.6547,10577.0801,10617.2606,10791.0599,84217120344,2.274811,1
sz.399001,2025-02-19,10592.0255,10774.0166,10588.4944,10772.6544,10617.2606,75049663110,2.073102,1
sz.399001,2025-02-20,10765.9503,10826.3831,10726.5271,10794.5454,10772.6544,78257765228,2.0494,1
sz.399001,2025-02-21,10821.8099,11003.9521,10806.5073,10991.369,10794.5454,90701864675,2.641458,1
sz.399001,2025-02-24,10995.2612,11045.9566,10909.3677,10983.0433,10991.369,88271232487,2.503442,1
sz.399001,2025-02-25,10835.9117,10964.6745,10815.3378,10854.4956,10983.0433,81279046427,2.142376,1
sz.399001,2025-02-26,10870.7334,10955.6488,10831.1105,10955.6488,10854.4956,84215382307,2.196623,1
sz.399001,2025-02-27,10969.9201,10999.4844,10792.0822,10927.5078,10955.6488,89475120899,2.319819,1
sz.399001,2025-02-28,10861.8241,10883.8316,10583.7068,10611.2398,10927.5078,82558011813,2.115929,1
sz.399001,2025-03-03,10642.1846,10803.6717,10586.1982,10649.5918,10611.2398,72506898239,1.902653,1
sz.399001,2025-03-04,10558.7457,10688.5294,10540.4184,10679.4351,10649.5918,63501128030,1.584107,1
sz.399001,2025-03-05,10686.4669,10718.6895,10626.7104,10709.4601,10679.4351,66828336104,1.61959,1
sz.399001,2025-03-06,10774.0794,10924.2213,10759.4019,10898.7514,10709.4601,82055102681,2.162173,1
sz.399001,2025-03-07,10858.7771,10931.9462,10798.1937,10843.7328,10898.7514,82036812447,2.215407,1
sz.399001,2025-03-10,10862.9288,10896.1103,10747.1367,10825.7042,10843.7328,67492626325,0.0,1
sz.399001,2025-03-11,10698.807,10861.164,10692.7184,10861.164,10825.7042,67024477222,1.824561,1
sz.399001,2025-03-12,10897.4249,10939.5681,10828.424,10843.2266,10861.164,75683423892,1.961792,1
sz.399001,2025-03-13,10830.1083,10865.3191,10677.8372,10736.1944,10843.2266,73031655596,1.790207,1
sz.399001,2025-03-14,10741.5225,10985.9513,10737.625,10978.2984,10736.1944,75821380703,2.079172,1
sz.399001,2025-03-17,11009.5744,11015.4686,10940.7702,10957.818,10978.2984,70157392693,1.697429,1
sz.399001,2025-03-18,10999.3224,11041.4122,10958.871,11014.7474,10957.818,67026091831,1.596389,1
sz.399001,2025-03-19,11003.7331,11030.1874,10916.2791,10979.0519,11014.7474,65830605489,1.508485,1
sz.399001,2025-03-20,10971.4119,10973.1404,10869.1644,10879.4891,10979.0519,66033277818,1.376727,1
sz.399001,2025-03-21,10843.9793,10898.2566,10656.8793,10687.5533,10879.4891,73797742505,1.623203,1
sz.399001,2025-03-24,10695.0177,10723.7527,10563.8847,10695.4879,10687.5533,73186830760,1.58471,1
sz.399001,2025-03-25,10702.6892,10735.5501,10618.0521,10649.0764,10695.4879,60284329360,1.357768,1
sz.399001,2025-03-26,10636.1164,10703.0375,10635.7795,10643.8189,10649.0764,56246349670,1.23611,1
sz.399001,2025-03-27,10610.8858,10745.0895,10556.6153,10668.101,10643.8189,57357559191,1.242919,1
sz.399001,2025-03-28,10658.1522,10688.0501,10593.8522,10607.3309,10668.101,55060153716,1.182381,1
sz.399001,2025-03-31,10559.6562,10609.7654,10427.955,10504.3318,10607.3309,56671275642,1.373316,1
sz.399001,2025-04-01,10523.6459,10581.9793,10491.7036,10503.6553,10504.3318,50596571318,1.152639,1
sz.399001,2025-04-02,10500.5274,10573.0078,10490.8489,10513.1169,10503.6553,45905545136,1.018905,1
sz.399001,2025-04-03,10384.9503,10481.5984,10328.0237,10365.7315,10513.1169,52253863357,1.281956,1
sz.399001,2025-04-07,9747.6613,9831.6301,9220.124,9364.4976,10365.7315,72979895617,2.15984,1
sz.399001,2025-04-08,9356.6935,9505.6392,9296.1191,9424.6795,9364.4976,81890145272,2.236982,1
sz.399001,2025-04-09,9271.2365,9591.8094,9119.6006,9539.8919,9424.6795,87247716467,2.299821,1
sz.399001,2025-04-10,9757.9781,9884.238,9713.6368,9754.6435,9539.8919,79793878408,2.104395,1
sz.399001,2025-04-11,9681.4521,9909.5578,9679.2798,9834.4446,9754.6435,63799002683,1.620627,1
sz.399001,2025-04-14,9955.6551,9964.7256,9862.3448,9884.3017,9834.4446,63003532921,1.588604,1
sz.399001,2025-04-15,9886.097,9895.4464,9804.6018,9858.0969,9884.3017,54456953657,1.214224,1
sz.399001,2025-04-16,9813.1256,9814.4986,9650.7923,9774.7273,9858.0969,55550874792,1.282544,1
sz.399001,2025-04-17,9715.2938,9828.9225,9712.0001,9759.0472,9774.7273,49387213426,1.0669,1
sz.399001,2025-04-18,9745.7498,9798.4258,9719.9513,9781.6476,9759.0472,48644034748,0.980654,1
sz.399001,2025-04-21,9768.6466,9913.0886,9733.4299,9905.5279,9781.6476,53399889207,1.217386,1
sz.399001,2025-04-22,9882.9598,9914.4691,9857.7685,9870.0539,9905.5279,56973669202,1.310204,1
sz.399001,2025-04-23,9956.3691,9990.0258,9892.7,9935.797,9870.0539,62116838025,1.427979,1
sz.399001,2025-04-24,9933.8935,9969.9669,9846.2296,9878.3155,9935.797,57933511465,1.237519,1
sz.399001,2025-04-25,9900.0998,9976.7701,9878.6695,9917.055,9878.3155,58204970304,1.333845,1
sz.399001,2025-04-28,9925.7145,9926.9044,9848.6671,9855.1962,9917.055,55673781493,1.222873,1
sz.399001,2025-04-29,9828.4586,9882.5411,9799.6463,9849.8016,9855.1962,50831739891,1.168776,1
sz.399001,2025-04-30,9863.4976,9925.8703,9845.3551,9899.8215,9849.8016,55915790928,1.358447,1
sz.399001,2025-05-06,9974.5257,10082.3353,9960.5227,10082.3353,9899.8215,63406007015,1.533009,1
sz.399001,2025-05-07,10218.3255,10248.9847,10048.0019,10104.1286,10082.3353,70997855074,1.641733,1
sz.399001,2025-05-08,10081.2719,10222.8143,10067.3033,10197.6592,10104.1286,63900826061,1.398881,1
sz.399001,2025-05-09,10190.1274,10190.1274,10087.5509,10126.8254,10197.6592,60053534657,1.22312,1
sz.399001,2025-05-12,10220.3298,10302.0463,10200.206,10301.158,10126.8254,59505940477,1.420889,1
sz.399001,2025-05-13,10401.9451,10401.9451,10274.3398,10288.0831,10301.158,61338868947,1.416999,1
sz.399001,2025-05-14,10278.9076,10418.4403,10240.1332,10354.2223,10288.0831,62258478573,1.528919,1
sz.399001,2025-05-15,10324.8426,10324.8426,10186.4478,10186.4478,10354.2223,57142181589,1.252411,1
sz.399001,2025-05-16,10157.6824,10217.9077,10152.7711,10179.5957,10186.4478,54123932925,1.041319,1
sz.399001,2025-05-19,10171.291,10184.4018,10090.2959,10171.0898,10179.5957,55394150959,1.005436,1
sz.399001,2025-05-20,10182.2469,10273.5914,10151.8647,10249.1731,10171.0898,59959947938,1.133421,1
sz.399001,2025-05-21,10246.5151,10325.925,10243.1835,10294.2208,10249.1731,57990058075,1.14015,1
sz.399001,2025-05-22,10274.6758,10283.2947,10214.4967,10219.6213,10294.2208,55747392040,1.125354,1
sz.399001,2025-05-23,10210.6166,10294.5661,10132.4124,10132.4124,10219.6213,56209650952,1.183736,1
sz.399001,2025-05-26,10114.6871,10142.9358,10044.0788,10091.1584,10132.4124,48451814037,0.997075,1
sz.399001,2025-05-27,10074.0293,10076.8782,9996.828,10029.1114,10091.1584,49805637358,0.956551,1
sz.399001,2025-05-28,10039.2487,10058.128,9987.4065,10003.2651,10029.1114,53569192058,0.931498,1
sz.399001,2025-05-29,10006.4311,10139.1825,10002.0855,10127.2045,10003.2651,61267124894,1.146401,1
sz.399001,2025-05-30,10091.1936,10099.1549,10022.81,10040.6265,10127.2045,59605082409,1.157501,1
sz.399001,2025-06-03,10006.1303,10088.1856,10004.936,10057.1702,10040.6265,56067415584,1.23017,1
sz.399001,2025-06-04,10070.8533,10158.0248,10070.8533,10144.581,10057.1702,58808019153,1.188614,1
sz.399001,2025-06-05,10152.5515,10220.2986,10113.0462,10203.5012,10144.581,62955320724,1.269685,1
sz.399001,2025-06-06,10205.5173,10223.5645,10166.701,10183.6994,10203.5012,56353370338,1.059536,1
sz.399001,2025-06-09,10200.4503,10280.8312,10190.2477,10250.1379,10183.6994,61554272079,1.225965,1
sz.399001,2025-06-10,10248.2906,10256.8528,10095.0059,10162.1811,10250.1379,71138744190,1.335373,1
sz.399001,2025-06-11,10176.495,10295.399,10176.495,10246.0203,10162.1811,61593813516,1.237297,1
sz.399001,2025-06-12,10208.2975,10263.4633,10182.4131,10234.3346,10246.0203,60575308437,1.233564,1
sz.399001,2025-06-13,10193.9287,10215.5446,10089.5927,10122.114,10234.3346,69879823069,1.540818,1
sz.399001,2025-06-16,10096.5713,10173.0607,10096.5713,10163.5471,10122.114,56871256464,1.227881,1
sz.399001,2025-06-17,10177.6716,10198.9848,10129.4118,10151.4267,10163.5471,59707858725,1.245517,1
sz.399001,2025-06-18,10142.583,10190.0355,10118.6754,10175.5883,10151.4267,58795623738,1.186475,1
