code,date,open,high,low,close,preclose,volume,turn,tradestatus
sz.399001,2025-06-19,10156.1742,10181.9707,10027.3253,10051.9655,10175.5883,61043216018,1.270366,1
sz.399001,2025-06-20,10039.0008,10084.1007,9998.4983,10005.0319,10051.9655,51682251551,1.07385,1
sz.399001,2025-06-23,9950.1389,10064.7523,9950.1389,10048.3935,10005.0319,53858338131,1.124064,1
sz.399001,2025-06-24,10074.2725,10224.1216,10074.2725,10217.6287,10048.3935,66768629291,1.457997,1
sz.399001,2025-06-25,10240.1309,10403.5076,10233.1504,10393.7241,10217.6287,72246735395,1.762674,1
sz.399001,2025-06-26,10389.2318,10440.7253,10340.692,10343.4784,10393.7241,72190476562,1.686121,1
sz.399001,2025-06-27,10371.8138,10455.507,10343.3009,10378.5502,10343.4784,69921359064,1.775988,1
sz.399001,2025-06-30,10405.9636,10470.2399,10399.9204,10465.1199,10378.5502,67681112329,1.609252,1
sz.399001,2025-07-01,10458.3892,10483.3295,10407.1657,10476.294,10465.1199,69594329262,1.518206,1
sz.399001,2025-07-02,10455.8261,10455.8261,10386.4935,10412.6284,10476.294,67882587383,1.508343,1
sz.399001,2025-07-03,10431.0259,10546.7356,10431.0259,10534.5841,10412.6284,63936024712,1.37992,1
sz.399001,2025-07-04,10534.9913,10610.5009,10480.7189,10508.7609,10534.5841,66766546368,1.496848,1
sz.399001,2025-07-07,10488.1077,10501.3064,10426.5468,10435.5065,10508.7609,57888197107,1.260477,1
sz.399001,2025-07-08,10431.778,10593.8374,10431.778,10588.3948,10435.5065,66633479908,1.530559,1
sz.399001,2025-07-09,10592.5076,10656.5828,10557.8132,10581.7979,10588.3948,70342975523,1.598786,1
sz.399001,2025-07-10,10593.7034,10667.4123,10562.1605,10631.1263,10581.7979,70226835819,1.709269,1
sz.399001,2025-07-11,10637.4485,10757.2405,10610.8016,10696.0974,10631.1263,74329439625,1.988972,1
sz.399001,2025-07-14,10705.4389,10715.0744,10663.8695,10684.5167,10696.0974,64707164976,1.551437,1
sz.399001,2025-07-15,10700.3725,10784.9679,10651.1545,10744.5615,10684.5167,72651514302,1.792266,1
sz.399001,2025-07-16,10749.7137,10804.1775,10697.4024,10720.8065,10744.5615,61673892656,1.547431,1
sz.399001,2025-07-17,10718.8544,10873.6189,10718.8544,10873.6189,10720.8065,63572429406,1.587731,1
sz.399001,2025-07-18,10902.7243,10946.404,10865.8866,10913.839,10873.6189,64482189727,1.630294,1
sz.399001,2025-07-21,10937.5997,11008.4772,10922.5228,11007.4871,10913.839,73259683950,1.94343,1
sz.399001,2025-07-22,11004.0086,11099.8309,10970.2185,11099.8309,11007.4871,78615313668,2.132957,1
sz.399001,2025-07-23,11101.3221,11158.223,11042.1968,11059.0374,11099.8309,77295459300,2.168404,1
sz.399001,2025-07-24,11069.6039,11193.0591,11069.6039,11193.0591,11059.0374,74225009707,2.122283,1
sz.399001,2025-07-25,11196.2033,11210.9074,11139.3161,11168.1414,11193.0591,72440144499,2.000242,1
sz.399001,2025-07-28,11176.3927,11226.1825,11114.925,11217.5814,11168.1414,68403926163,1.886143,1
sz.399001,2025-07-29,11199.626,11289.4203,11136.276,11289.4059,11217.5814,68778245825,1.8036,1
sz.399001,2025-07-30,11262.9764,11307.6201,11126.9987,11203.0295,11289.4059,71394812986,1.91179,1
sz.399001,2025-07-31,11208.4596,11223.6411,10976.2129,11009.7685,11203.0295,74131134334,2.129895,1
sz.399001,2025-08-01,11001.2546,11068.3105,10919.8894,10991.3214,11009.7685,62430483980,1.655691,1
sz.399001,2025-08-04,10932.6206,11041.5596,10928.4866,11041.5596,10991.3214,58826562849,1.47749,1
sz.399001,2025-08-05,11078.5833,11106.9569,11041.4745,11106.9569,11041.5596,63790591161,1.503997,1
sz.399001,2025-08-06,11091.834,11177.878,11086.7167,11177.7818,11106.9569,69593698421,1.619029,1
sz.399001,2025-08-07,11189.4886,11229.5862,11089.5791,11157.9408,11177.7818,71141571849,1.676199,1
sz.399001,2025-08-08,11136.3431,11184.5515,11108.464,11128.6725,11157.9408,68193469493,1.544017,1
