股票代码,股票名称,行业,涨停板数,最后涨停日,板后天数,板后走势,板后最高价,板后最低价,最高价日期,最低价日期,板后回调(%)
000153,丰原药业,化学制药,1,2025-08-01,4,稳定回调,7.49,7.00,2025-08-05,2025-08-07,60.00
