code,name,market,industry_em,营收_2026Q1,归母净利润_2026Q1,扣非归母_2026Q1,毛利率_2026Q1,营收_2025A,归母净利润_2025A,扣非归母_2025A,毛利率_2025A,营收_2024A,归母净利润_2024A,扣非归母_2024A,毛利率_2024A
603507,振江股份,SH,风电设备,14.89,9706.26,1.01,18.23%,39.71,1.11,1.16,20.87%,39.46,1.78,1.79,19.86%
919,金陵药业,SZ,化学制药,7.69,2800.31,2964.26,21.51%,31.97,5391.46,5129.23,20.86%,32.81,4040.98,1795.4,18.46%
2314,南山控股,SZ,房地产开发,13.66,-1.43,-1.22,23.92%,130.63,-19.7,-18.95,20.86%,83.98,-17.73,-15.23,20.30%
2913,奥士康,SZ,元件,13.13,1745.04,1048.86,20.92%,55.3,3.08,2.97,20.86%,45.66,3.53,3.53,23.15%
600363,联创光电,SH,消费电子,6.12,8266.94,9211.94,15.90%,33.42,4.8,5.52,20.86%,31.04,2.41,2.88,18.17%
605,渤海股份,SZ,环境治理,6.6,1860.11,2889.35,19.65%,18.74,852.62,3652.61,20.85%,17.61,1609.12,3231.4,26.93%
600793,宜宾纸业,SH,造纸,4.56,-2587.63,-1093.36,19.30%,23.27,2734.02,1.22,20.84%,22.38,-1.28,-7389.58,11.72%
2284,亚太股份,SZ,汽车零部件,13.58,1.42,1.42,20.41%,56.07,4.9,4.91,20.83%,42.6,2.13,2.14,18.41%
2705,新宝股份,SZ,小家电,34.37,7879.16,9104.58,18.41%,161.92,9.99,10.44,20.81%,168.21,10.53,11.15,20.91%
300446,航天智造,SZ,汽车零部件,20.36,1.37,1.56,15.58%,90.03,8.81,9.75,20.81%,77.81,7.92,8.76,22.53%
600157,永泰能源,SH,电力,55.22,6184,6794.56,18.96%,238.17,2.09,4.12,20.81%,283.57,15.61,20.3,25.08%
300614,百川畅银,SZ,环境治理,8097.85,-2030.06,-2063.14,19.97%,3.94,-4.01,-4.07,20.79%,4.52,-2.82,-3.05,17.36%
2065,东华软件,SZ,IT服务Ⅱ,28.78,6195.98,6812.78,19.04%,129.28,4.77,5.53,20.78%,133.23,5,4.22,20.61%
603089,正裕工业,SH,汽车零部件,6.56,-1788.18,-2019.97,18.14%,27.8,1.05,1.24,20.78%,23.03,7146.32,9221.37,24.11%
300852,四会富仕,SZ,元件,5.74,2946.89,2946.89,18.89%,19.32,1.28,1.28,20.77%,14.13,1.4,1.4,22.82%
600956,新天绿能,SH,电力,56.19,7.16,8.08,23.08%,198.31,18.26,20.14,20.77%,213.72,16.72,19,19.67%
2137,实益达,SZ,光学光电子,1.77,1337.85,1453.96,17.58%,6.79,4310.93,5585.36,20.76%,5.95,-2340.75,-1079.62,21.52%
603055,台华新材,SH,纺织制造,14.35,1.32,1.34,24.55%,64.08,5.31,5.4,20.76%,71.2,7.26,7.26,22.98%
688533,上声电子,SH,汽车零部件,6.87,2432.22,2299.67,22.13%,30.23,1.83,1.79,20.76%,27.76,2.35,2.34,25.13%
301560,众捷汽车,SZ,汽车零部件,2.64,-420.65,-497.91,17.49%,10.64,6298.92,6204.17,20.75%,9.78,9538.66,9525.96,24.58%
3041,真爱美家,SZ,服装家纺,2,468.86,468.86,19.42%,9.83,2.34,2.34,20.71%,8.79,7579.55,7579.55,19.45%
603127,昭衍新药,SH,医疗服务,3.16,2.38,2.38,20.49%,16.58,2.98,2.98,20.71%,20.18,7407.54,6975.51,28.43%
301316,慧博云通,SZ,IT服务Ⅱ,6.15,766.39,599.65,17.67%,22.45,9779.23,9151.42,20.70%,17.43,6558.76,7041.32,23.81%
301448,开创电气,SZ,通用设备,1.69,-124.62,-433.95,20.91%,7.38,-219.9,-412.89,20.69%,8.37,7038.79,6770.06,24.11%
301229,纽泰格,SZ,汽车零部件,2.65,-970.62,-964.83,14.49%,10.73,3794.08,3808,20.68%,9.75,5361.19,5365.54,23.46%
27,深圳能源,SZ,电力,99.5,12.49,16.38,27.39%,434.3,21.03,30.75,20.67%,412.14,20.05,26.32,19.66%
603758,秦安股份,SH,汽车零部件,3.66,2344.15,2346.38,21.67%,13.52,1.49,1.49,20.66%,16,1.73,1.73,23.94%
688084,晶品特装,SH,军工电子Ⅱ,5661.45,-209.95,-439.5,21.34%,2.92,-1677.76,-1143.12,20.65%,1.64,-5719.3,-6125.69,17.47%
688559,海目星,SH,自动化设备,13.17,2521.01,1866.67,21.86%,42.17,-8.8,-9.09,20.64%,45.25,-1.63,-1.76,21.27%
801,四川九洲,SZ,黑色家电,10.07,1481.93,2158.78,17.31%,41.12,1.79,2.21,20.63%,41.78,1.94,2.41,21.06%
605089,味知香,SH,食品加工,1.76,2272.51,2269.58,24.57%,7.02,6874.81,6874.81,20.63%,6.72,8752.85,8752.85,25.02%
600094,大名城,SH,房地产开发,3.62,467.2,532.5,23.02%,22.47,1.43,1.5,20.59%,41.71,-23.36,-23.83,15.98%
603520,司太立,SH,化学制药,7.11,2095.36,2081.72,22.25%,24.46,1022.84,1027.45,20.59%,23.5,-4909.9,-4910.3,19.43%
603070,万控智造,SH,电网设备,3.51,-1910.94,-1971.68,14.96%,18.87,8915.87,8749.09,20.58%,20.27,9603.86,9322.86,21.98%
2319,乐通股份,SZ,化学制品,1.12,527.21,520.78,21.91%,4.06,-1003.32,-1133.23,20.57%,3.98,-2462,-2462,19.11%
603915,国茂股份,SH,通用设备,6.57,5501.75,5714.53,19.51%,26.46,2.35,2.42,20.57%,25.89,2.94,2.97,21.13%
300132,青松股份,SZ,化妆品,4.8,2192.36,2089.12,18.60%,22.19,1.53,1.49,20.55%,19.4,5468.34,5196.2,17.42%
603210,泰鸿万立,SH,汽车零部件,5.31,5613.2,5612.05,19.30%,22.93,2.01,2.02,20.55%,16.89,1.77,1.77,21.73%
600468,百利电气,SH,电网设备,5.67,2553.14,2869.6,19.86%,22.17,8905.65,9008.22,20.54%,19.62,-1.09,-1.01,23.79%
2194,武汉凡谷,SZ,通信设备,3.43,-146.78,-146.78,20.32%,13.52,-1165.02,-1165.02,20.53%,14.82,5324.73,5324.73,23.60%
300539,横河精密,SZ,塑料,2,999.5,1010.62,19.15%,9.64,5275.52,5286.79,20.53%,7.51,3800.08,3903.03,22.08%
1268,联合精密,SZ,家电零部件Ⅱ,1.97,-175.26,-468.21,14.93%,7.65,5292.21,5297.93,20.52%,7.51,7146.05,7146.05,22.16%
300787,海能实业,SZ,消费电子,8.52,-968.57,-971.28,17.10%,32.59,9469.1,8422.06,20.48%,22.13,7669.07,6278.01,26.20%
603155,新亚强,SH,化学制品,2.02,3395.71,3400.95,22.67%,5.92,8189.36,8257.95,20.48%,7.21,1.14,1.14,20.73%
600629,华建集团,SH,工程咨询服务Ⅱ,11.91,410.59,646.89,19.00%,69.76,7162.73,7699.8,20.47%,84.81,3.92,3.58,22.21%
600547,山东黄金,SH,贵金属,325.16,14.46,24.39,18.30%,1042.87,47.39,66.27,20.46%,825.18,29.52,44.39,16.50%
603600,永艺股份,SH,家居用品,11.42,7204.45,7327.84,21.86%,48.82,2.33,2.32,20.45%,47.49,2.96,3.02,21.64%
2310,东方新能,SZ,电力,3155.27,-1383.13,-1383.13,25.08%,3.42,-7587.24,-7587.24,20.44%,8.77,-36.03,-38.5,-128.76%
603700,宁水集团,SH,通用设备,3.6,1079.32,1076.65,20.70%,17.43,9334.89,9326.15,20.43%,15.01,5241.75,5225.31,21.15%
3001,中岩大地,SZ,专业工程,1.19,661.45,567.87,21.26%,6.16,1382.91,607.03,20.42%,7.88,6241.3,6290.62,24.89%
300465,高伟达,SZ,软件开发,1.04,-1420.17,-1420.17,20.95%,10.3,2869.59,2869.59,20.42%,11.76,3135.7,3148.4,20.24%
300608,思特奇,SZ,软件开发,8736,-6773.99,-6860.15,-11.51%,6.17,-1.8,-1.84,20.42%,8.72,-5110.85,-5381.23,29.31%
603268,松发股份,SH,航海装备Ⅱ,88.88,10.93,10.93,21.49%,216.39,26.55,27.05,20.40%,57.71,2.24,3.01,14.40%
301283,聚胶股份,SZ,化学制品,5.88,3974.72,3891.76,20.12%,21.52,1.91,1.92,20.38%,20.06,7815.69,7803.77,12.38%
2635,安洁科技,SZ,消费电子,11.55,3489.32,3483,19.07%,47.49,1.11,1.01,20.37%,47.96,2.62,2.58,22.60%
300221,银禧科技,SZ,塑料,5.84,3842.18,3926.61,21.23%,21.97,1.11,1.14,20.37%,20.22,5144.5,5063.95,16.70%
300747,锐科激光,SZ,自动化设备,8.59,4183.59,4323.16,22.05%,34.67,1.62,1.7,20.37%,31.97,1.34,1.41,20.51%
901,航天科技,SZ,汽车零部件,10.85,1502.92,1541.85,21.91%,54.94,7024.85,8286.84,20.35%,68.98,1227.64,2422.44,17.69%
2702,海欣食品,SZ,食品加工,4.71,1144.26,1347.04,21.97%,15.22,-4858.99,-4982.77,20.35%,17.06,-3694.33,-3736.67,18.52%
688661,和林微纳,SH,半导体,1.63,-1282.71,-1280.8,19.94%,8.68,2979.18,2979.49,20.35%,5.69,-870.81,-863.88,18.29%
2661,克明食品,SZ,食品加工,11.78,3393.93,769.38,17.14%,43.28,9227.84,5487.74,20.34%,45.67,1.46,1.01,19.35%
600879,航天电子,SH,航天装备Ⅱ,18.43,3127.79,382.42,23.24%,139.1,2.27,2.51,20.34%,142.8,5.48,6.02,20.99%
603305,旭升集团,SH,汽车零部件,12.19,1.25,1.25,22.91%,44.5,3.65,3.67,20.34%,44.09,4.16,4.53,20.28%
301228,实朴检测,SZ,专业服务,6534.9,-434.56,-479.74,20.32%,3.98,-6800.19,-6175.27,20.32%,4.42,-6579,-5551.76,27.55%
600246,万通发展,SH,房地产开发,1.06,-1.12,-1.44,3.49%,4.63,-6.55,-6.76,20.31%,4.95,-4.57,-4.59,35.26%
605259,绿田机械,SH,专用设备,6.35,4495.94,4091.42,18.92%,25.23,2.46,2.37,20.30%,22.49,1.86,1.86,18.05%
688090,瑞松科技,SH,自动化设备,2.02,2058.27,1978.88,29.39%,9.45,1154.75,1353.41,20.30%,8.87,1124.87,1474.1,20.55%
2421,达实智能,SZ,IT服务Ⅱ,5.16,-1622.2,-1633.58,24.69%,20.25,-6.53,-6.65,20.26%,31.71,2588.12,2128.51,27.47%
600834,申通地铁,SH,铁路公路,1.36,408.26,628.96,15.45%,5.96,5422.38,6450.02,20.24%,5.86,5181.86,6467.74,22.91%
301428,世纪恒通,SZ,通信服务,2.56,1648.3,1467.81,31.85%,10.59,-3602.23,-3966.18,20.23%,12.09,6190.88,6040.68,22.07%
301617,博苑新材,SZ,化学制品,3.91,5103.63,5103.63,20.32%,14.65,1.72,1.72,20.21%,13.28,2.13,2.13,24.76%
600096,云天化,SH,农化制品,119.81,14.25,15.02,19.56%,484.15,51.56,54.98,20.21%,616.54,53.37,60.5,17.50%
2681,奋达科技,SZ,消费电子,5.61,-1587.6,-1666.32,19.80%,27.12,-8313.32,-8700.07,20.20%,31.44,9709,8292.17,23.04%
301279,金道科技,SZ,工程机械,1.97,1526.39,1526.39,17.64%,6.95,6449.17,6449.17,20.20%,6.21,4269.95,4269.95,17.38%
2481,双塔食品,SZ,农产品加工,5.51,1497.54,1461.99,17.34%,21.21,3266.25,3188.81,20.19%,24.48,9461.53,9270.15,15.01%
600506,统一股份,SH,炼化及贸易,8.79,6306.85,8085.3,22.52%,24.11,1307.74,1205.68,20.19%,23.14,3138.76,3138.76,20.40%
1325,元创股份,SZ,橡胶,3.13,2557.41,2557.41,20.77%,14.32,1.58,1.58,20.18%,13.49,1.55,1.55,20.03%
600017,日照港,SH,航运港口,16.92,9536.69,9614.2,20.40%,78.17,4.95,5.74,20.18%,84.56,6.55,7.66,23.65%
2792,通宇通讯,SZ,通信设备,2.8,-1292.72,-1335.53,19.20%,11.1,4112.67,4098.03,20.17%,11.94,4138.51,4138.51,22.21%
688010,福光股份,SH,光学光电子,1.1,-1806.25,-1902.13,13.37%,6.76,1264.66,1151.22,20.16%,6.21,996.34,846.07,24.06%
973,佛塑科技,SZ,塑料,13.34,5.56,5.52,27.79%,22.31,1.08,1.02,20.15%,22.28,1.2,1.5,22.92%
785,居然智家,SZ,一般零售,25.23,6210.45,4985.03,19.69%,111.44,-9.99,-10.21,20.14%,129.66,7.69,8.35,27.35%
1339,智微智能,SZ,计算机设备,13.03,1.09,1.99,31.02%,40.87,1.71,2.72,20.14%,40.34,1.25,2.1,16.88%
301488,豪恩汽电,SZ,汽车零部件,5.32,1562.86,1511.55,17.82%,17.88,7494.83,7379.96,20.14%,14.16,9950.16,9494.97,21.01%
301577,美信科技,SZ,通信设备,1.35,-1289.81,-1292.52,17.53%,4.13,-486.35,-490.04,20.14%,4.22,3226.71,3226.71,22.87%
795,英洛华,SZ,金属新材料,9.81,6933.72,7040.05,20.21%,38.84,2.5,2.54,20.13%,40.09,2.48,2.48,20.71%
603009,北特科技,SH,汽车零部件,5.86,2717.81,2772.34,18.84%,23.23,1.2,1.27,20.12%,20.24,7143.58,7416.83,18.45%
605566,福莱蒽特,SH,化学制品,2.63,2505.07,2478.77,19.23%,7.75,4485.92,3480.75,20.11%,9.65,2201.84,-218.39,14.25%
603458,勘设股份,SH,工程咨询服务Ⅱ,1.95,-1595.35,-1726.28,21.18%,13.41,-3.86,-3.95,20.10%,15.05,-3.07,-3.13,25.14%
605167,利柏特,SH,专业工程,4.81,3350.01,3350.01,20.99%,26.21,2.19,2.19,20.10%,34.93,2.4,2.4,16.09%
301209,联合化学,SZ,化学制品,1.3,448.48,441,20.75%,5.12,5264.27,5258.25,20.09%,5.35,5643.21,5643.21,19.12%
301227,森鹰窗业,SZ,家居用品,7121.33,-2110.42,-2110.44,12.19%,6.11,-4808.15,-4816.65,20.09%,5.67,-4219.08,-4257.61,20.27%
3003,天元股份,SZ,包装印刷,2.29,1578.32,1575.33,20.95%,10.21,5819.58,5729.47,20.06%,11.51,6386.92,6351.74,18.11%
301399,英特科技,SZ,通用设备,9617.23,-279.94,-279.94,16.34%,4.68,3240.44,3240.44,20.06%,5.25,5943.26,5943.26,23.20%
601919,XD中远海,SH,航运港口,517.97,58.77,68.82,17.24%,2195.04,308.68,352.28,20.05%,2338.59,491,553.95,29.54%
2841,视源股份,SZ,消费电子,62.03,2.47,2.53,20.75%,243.54,10.13,11.47,20.04%,224.01,9.71,10.36,21.33%
2402,和而泰,SZ,家电零部件Ⅱ,28.15,1.7,1.92,20.48%,107.22,6.63,7.14,20.03%,96.59,3.64,3.34,18.27%
688733,壹石通,SH,电池,1.86,41.93,-21.79,21.38%,6.3,-2212.24,-2430.2,20.03%,5.05,1200.41,1128.49,22.68%
301223,中荣股份,SZ,包装印刷,8.06,4274.56,4345.26,19.26%,31.67,1.53,1.57,20.02%,27.82,1.44,1.42,18.31%
601163,三角轮胎,SH,汽车零部件,24.7,2.18,2.18,20.08%,98.21,9.23,9.23,20.02%,101.56,11.03,11.03,17.95%
603175,超颖电子,SH,元件,13.5,-9565.86,-9565.86,20.25%,47.52,2.31,2.31,20.02%,41.24,2.76,2.76,22.36%
300077,国民技术,SZ,半导体,3.95,-1574.5,-1632,17.03%,13.6,-1.15,-1.18,20.00%,11.68,-2.35,-2.56,20.88%
2092,中泰化学,SZ,化学原料,72.78,-1.43,-1.85,15.01%,286.96,-2.89,-3.19,19.97%,301.23,-9.77,-12.83,16.43%
600518,康美药业,SH,中药Ⅱ,10.8,-1656.39,-1598.07,22.07%,52.52,1032.8,1242.92,19.97%,51.89,857.37,1208.22,14.78%
603798,XD康普顿,SH,炼化及贸易,3.14,4644.86,4692.6,29.44%,9.51,5103.46,5538.78,19.97%,10.67,5464.06,6511.36,18.04%
600266,城建发展,SH,房地产开发,78.07,1.64,1.43,17.41%,302.81,-4.13,-6.63,19.96%,254.42,-9.51,-18.76,15.83%
600773,西藏城投,SH,房地产开发,6501.99,-5304.1,-7252.14,63.72%,9.19,-5.53,-7.03,19.96%,11.83,1254.99,-3788.31,17.33%
603889,新澳股份,SH,纺织制造,12.85,1.2,1.25,20.38%,50.52,4.8,5.16,19.96%,48.41,4.28,4.52,18.98%
603098,森特股份,SH,专业工程,5.38,2151.65,2057.81,20.98%,30.06,1.03,1.07,19.94%,29.36,7355.83,7371.43,17.72%
1206,依依股份,SZ,个护用品,4.03,2768.52,2768.52,16.82%,16.77,1.83,1.83,19.93%,17.98,2.15,2.15,19.63%
600855,航天长峰,SH,军工电子Ⅱ,7776.64,-3726.79,-4033.59,29.28%,12.49,-1.72,-1.92,19.93%,11.6,-2.46,-2.65,19.80%
688156,路德科技,SH,环境治理,1.1,1104.48,1255.93,32.55%,3.8,-7010.18,-6993.26,19.93%,2.78,-5655.15,-6699.95,21.93%
2676,顺威股份,SZ,家电零部件Ⅱ,7.54,2626.81,2676.8,19.68%,29.01,7972.3,8857.54,19.92%,26.97,5415.51,6094.44,18.91%
603648,畅联股份,SH,物流,3.67,3326.71,3404.22,22.16%,15.37,1.23,1.29,19.90%,15.19,1.31,1.39,21.69%
600673,东阳光,SH,综合Ⅱ,42.49,1.19,1.38,19.20%,149.35,2.75,2.91,19.89%,121.99,3.75,3.75,14.59%
300008,天海防务,SZ,航海装备Ⅱ,10.16,8489.5,8283.22,18.94%,45.19,2.98,2.97,19.88%,39.45,1.39,1.4,14.81%
300587,天铁科技,SZ,橡胶,3.55,1811.62,1777.25,41.18%,15.8,-2.18,-2.14,19.86%,21.36,1520.42,1155.61,23.23%
2245,蔚蓝锂芯,SZ,电池,21.53,1.96,2.16,19.55%,81.13,7.11,7.9,19.85%,67.56,4.88,5.44,17.63%
600456,宝钛股份,SH,小金属,15.02,5891.63,7592.17,20.35%,61.24,4.01,4.93,19.85%,66.57,5.76,6.83,21.49%
300870,欧陆通,SZ,其他电源设备Ⅱ,10.42,-1254.14,-1222.8,17.01%,44.62,2.44,2.45,19.84%,37.98,2.68,2.68,21.36%
600310,广西能源,SH,电力,8.73,-3442.81,1137.3,19.06%,37.13,-2.11,-4494.31,19.84%,39.32,6298.8,2.05,25.40%
1280,中国铀业,SZ,小金属,35.65,2.14,2.36,17.53%,198.94,16.45,19.12,19.83%,172.79,14.58,17.12,15.99%
300252,金信诺,SZ,军工电子Ⅱ,6.74,2112.73,1586.09,18.99%,24.99,1435.27,-603.94,19.83%,21.37,1251.42,-2073.14,17.72%
301390,经纬股份,SZ,工程咨询服务Ⅱ,6010.27,-431.91,-431.91,22.62%,5.27,527.03,527.03,19.83%,6.73,3553.77,3553.77,19.97%
600138,中青旅,SH,旅游及景区,23.59,-3690.49,-4732.54,17.61%,113.37,8351.23,1.6,19.83%,99.57,1.6,2.59,23.09%
601933,永辉超市,SH,一般零售,133.67,2.87,2.85,22.77%,535.08,-25.52,-26.61,19.83%,675.74,-14.65,-16.39,20.46%
816,智慧农业,SZ,汽车零部件,2.1,-1263.05,-1504.9,11.01%,12.51,-6845.62,-3445.6,19.80%,14.52,-4768.71,1892.77,21.47%
1283,豪鹏科技,SZ,电池,13.53,4006.64,4006.64,21.26%,58.67,2.03,2.03,19.78%,51.08,9125.38,9125.38,18.23%
1207,联科科技,SZ,橡胶,5.63,6522.02,6555.11,19.05%,23.57,2.93,2.95,19.77%,22.66,2.72,2.74,19.25%
1393,维通利,SZ,电网设备,6.67,4915,4915,19.07%,31.26,3.01,3.01,19.76%,23.9,2.71,2.71,22.90%
601369,陕鼓动力,SH,专用设备,25.88,1.92,2.24,21.34%,94.22,7.48,8.46,19.74%,102.77,10.42,11.45,22.51%
603856,东宏股份,SH,装修建材,5.24,4460.98,4441.69,19.64%,22.03,2.49,2.49,19.74%,24.9,1.69,1.69,18.66%
2825,纳尔股份,SZ,塑料,5.71,1733,2281.65,17.14%,19.81,1.41,1.44,19.73%,19,1.26,1.28,17.11%
688813,泰金新能,SH,专用设备,4.86,5421.9,5421.9,22.47%,23.95,2.04,2.04,19.73%,21.94,1.95,1.95,21.16%
300481,濮阳惠成,SZ,电子化学品Ⅱ,3.53,1838.13,1838.13,19.24%,14.1,1.31,1.31,19.72%,14.11,1.92,1.92,21.81%
301379,天山电子,SZ,光学光电子,4.25,1970.53,1966.29,16.50%,17.86,1.42,1.42,19.72%,14.77,1.5,1.5,21.42%
600641,先导基电,SH,半导体,5.35,-1690.21,-4766.82,18.50%,18.52,-1.27,-2.33,19.72%,5.81,1.08,-655.87,47.67%
603022,新通联,SH,包装印刷,2.14,1236.48,1236.48,20.60%,9.8,5951.32,5951.07,19.71%,8.76,4984.46,4984.37,20.05%
603190,亚通精工,SH,汽车零部件,5.05,4993.28,5055.37,25.34%,18.4,1.11,1.11,19.71%,17.45,9010.07,9070.54,22.18%
600256,广汇能源,SH,煤炭开采,68.59,2.36,2.02,17.76%,304.4,13.45,12.05,19.70%,364.41,29.54,27.91,20.68%
600936,北投科技,SH,IT服务Ⅱ,9.49,2496.24,6215.87,18.52%,35.95,-3.77,-2.58,19.70%,46.83,-6.86,-4.95,17.38%
301499,维科精密,SZ,汽车零部件,2.36,1302.69,1301.42,17.67%,9.63,5384.83,5383.48,19.69%,8.43,4530.33,4530.33,21.02%
603220,中贝通信,SH,通信服务,4.85,-2846.79,-155.2,16.86%,32.45,8136.99,8031.9,19.69%,29.84,1.45,1.47,19.07%
301112,信邦智能,SZ,自动化设备,7366.49,176.12,214.82,27.64%,4.01,-7610.91,-8042.42,19.67%,6.66,495.07,-746.72,15.06%
301607,富特科技,SZ,汽车零部件,10.5,7695.47,7695.47,17.27%,40.92,2.15,2.15,19.66%,19.34,9460.52,9460.52,22.29%
603049,中策橡胶,SH,汽车零部件,111.91,12.2,12.2,23.03%,449.56,41.47,41.47,19.66%,392.55,37.87,37.87,19.48%
603177,德创环保,SH,环境治理,2,-1156.89,-1351.98,21.28%,10.74,-3043.04,-3723.57,19.66%,9.19,2286.55,1923.57,23.53%
603601,再升科技,SH,专业工程,3.01,1430.68,1463.95,18.73%,12.75,5611.78,5999.71,19.66%,14.76,9075.28,1.05,21.96%
600452,涪陵电力,SH,电力,6.46,1.28,1.28,24.76%,29.96,3.93,3.93,19.65%,31.17,5.14,5.14,20.39%
601799,星宇股份,SH,汽车零部件,34.3,3.55,3.55,19.33%,152.57,16.24,16.24,19.65%,132.53,14.08,14.08,19.28%
603596,伯特利,SH,汽车零部件,26.74,2.69,2.69,19.43%,120.14,13.09,13.21,19.65%,99.37,12.09,12.22,21.14%
2897,意华股份,SZ,通信设备,12.92,4026.95,3976.36,19.96%,64.01,3.18,3.45,19.64%,60.97,1.24,1.52,18.76%
300585,奥联电子,SZ,汽车零部件,8350.11,-567.29,-644.9,16.39%,4.67,-6970.08,-7443.36,19.63%,4.4,-850.6,-1144.66,22.58%
601156,东航物流,SH,物流,65.18,5.78,6.58,14.97%,242.64,26.88,30.88,19.63%,240.56,26.88,30.64,19.43%
603319,美湖股份,SH,汽车零部件,5.43,2216.41,2179.84,21.52%,22.45,1.04,1.03,19.63%,19.77,1.62,1.59,23.75%
300860,锋尚文化,SZ,专业服务,8826.28,485.15,392.09,14.09%,2.39,-1659.24,-1572.82,19.59%,5.79,4177.25,3953,32.14%
301005,超捷股份,SZ,汽车零部件,1.83,1422.89,1375.21,23.97%,8.79,1626.78,1420.82,19.58%,6.3,1061.56,309.32,21.51%
2436,兴森科技,SZ,元件,18.18,1874.47,-4574.26,19.17%,71.95,1.35,-1.04,19.57%,58.17,-1.98,-5.31,15.87%
601168,西部矿业,SH,工业金属,187.24,15.86,25.45,22.60%,616.87,36.43,61.52,19.57%,500.26,29.32,52.94,19.90%
600262,北方股份,SH,专用设备,8.22,7523.87,7613.58,18.39%,30.73,2.15,2.34,19.54%,29.18,1.79,2.08,19.14%
603890,春秋电子,SH,消费电子,11.08,6072.44,6045.27,21.18%,43.92,2.85,2.79,19.54%,39.45,2.11,1.69,14.66%
301106,骏成科技,SZ,光学光电子,2.2,808.37,808.37,14.40%,9.1,9102.97,9102.97,19.52%,8.25,9546.16,9546.16,22.57%
603150,万朗磁塑,SH,塑料,20.23,2686.34,2358.53,13.17%,41.24,1.11,7445.64,19.51%,33.83,1.39,1.25,21.70%
688211,中科微至,SH,专用设备,4.47,295.41,295.41,29.69%,25.38,-9298.41,-9298.42,19.50%,24.74,-8475.08,-8475.09,21.18%
300786,国林科技,SZ,环保设备Ⅱ,1.34,483.08,469.2,17.71%,5.58,-1942.94,-1847.68,19.49%,4.93,-4995.89,-5429.61,21.04%
600356,XD恒丰纸,SH,造纸,6.89,5690.01,6161.76,19.52%,28.22,1.98,2.12,19.48%,27.74,1.16,1.32,17.82%
603727,博迈科,SH,油服工程,2.58,-5889.62,-5889.62,2.04%,19,6144.78,6144.79,19.48%,26.4,1.01,1.01,16.23%
300602,飞荣达,SZ,消费电子,16.44,7735.7,7883.12,20.90%,65.27,3.65,3.59,19.47%,52.32,2.28,2.38,20.29%
300637,扬帆新材,SZ,化学制品,2.03,-316.62,-316.62,16.35%,9.2,1519.29,1519.29,19.47%,7.31,-4604.27,-4604.27,14.37%
688728,格科微,SH,半导体,18.81,141.01,141.01,19.96%,77.82,5050.91,5050.91,19.46%,63.83,1.87,1.87,22.82%
2491,通鼎互联,SZ,通信设备,10.64,5127.4,6437.35,26.96%,34.13,-7639.21,-6615.33,19.45%,29.15,7732.68,7597.91,20.47%
603687,大胜达,SH,包装印刷,5.17,2206.33,3259.5,19.35%,22.04,7711.66,1.26,19.44%,21.31,1.06,1.31,18.00%
2440,闰土股份,SZ,化学制品,16.82,1.84,1.85,22.62%,57.3,6.69,6.79,19.43%,56.95,2.13,2.27,17.41%
601689,拓普集团,SH,汽车零部件,66.28,5.52,5.53,19.26%,295.81,27.79,27.83,19.43%,266,30.01,30.04,20.80%
603960,克来机电,SH,自动化设备,7222.7,282.6,279.67,20.74%,4.98,2758.24,2726,19.43%,5.86,5506.29,5476.01,21.41%
600982,宁波能源,SH,电力,10.7,7251.81,1.01,20.42%,37.87,3.48,4.23,19.41%,42.42,2.85,3.37,13.71%
301308,江波龙,SZ,半导体,99.09,38.62,39.79,55.53%,227.66,14.23,14.98,19.40%,174.64,4.99,5.05,19.05%
600330,天通股份,SH,电子化学品Ⅱ,8.05,-4184.47,-4435.93,20.03%,32.01,-1.65,-1.88,19.39%,30.71,8872.3,8125.38,20.40%
603370,华新精科,SH,电机Ⅱ,3.23,3341.07,3097.22,21.18%,15.8,1.65,1.6,19.39%,14.21,1.53,1.5,20.43%
2843,泰嘉股份,SZ,通用设备,4.13,2446.39,2426.11,21.70%,15.28,-3725.28,-3818.03,19.36%,17.31,5041.93,4464.11,16.45%
600379,宝光股份,SH,电网设备,3.02,922.25,1513.94,20.37%,12.61,5129.9,4952.68,19.36%,14.64,9035.92,9308.48,19.08%
2206,海 利 得,SZ,化学纤维,13.1,1.23,1.24,21.58%,58.34,5.14,5.17,19.35%,59.01,4.11,4.12,16.04%
2379,宏桥控股,SZ,工业金属,409.33,67.58,67.56,24.03%,1567.21,178.64,187.56,19.35%,1503.36,172.28,180.73,20.07%
300847,中船汉光,SZ,计算机设备,2.88,2564.21,2685.03,18.69%,11.92,1.14,1.17,19.33%,11.82,1.24,1.26,19.90%
301252,同星科技,SZ,家电零部件Ⅱ,3.44,2205.91,2164.6,16.49%,12.86,1.09,1.09,19.30%,11.34,1.27,1.27,20.95%
601177,杭齿前进,SH,通用设备,5.16,6275.43,6514.09,21.97%,23.99,2.54,2.64,19.30%,23.01,2.41,2.49,18.20%
603050,科林电气,SH,电网设备,8.66,4238.99,4236.2,18.62%,43.88,2.58,2.58,19.30%,40.99,1.78,1.8,21.64%
603861,白云电器,SH,电网设备,9.74,3404.34,3523.46,18.28%,49.28,2.04,2.24,19.30%,49.85,1.96,1.9,18.48%
605108,同庆楼,SH,酒店餐饮,7.17,1676.39,1676.39,17.06%,26.81,1.02,1.02,19.29%,25.25,1,1,19.16%
