code,name,market,industry_em,营收_2026Q1,归母净利润_2026Q1,扣非归母_2026Q1,毛利率_2026Q1,营收_2025A,归母净利润_2025A,扣非归母_2025A,毛利率_2025A,营收_2024A,归母净利润_2024A,扣非归母_2024A,毛利率_2024A
688302,海创药业-U,SH,化学制药,2602.55,-2988.2,-2988.2,99.82%,2046.99,-1.37,-1.37,98.62%,36.68,-1.99,-1.99,8.43%
688197,首药控股-U,SH,化学制药,2800,-1509.08,-1509.08,100.00%,866.76,-1.29,-1.29,96.93%,394.2,-2.12,-2.12,98.96%
688578,艾力斯,SH,化学制药,15.84,6.36,6.36,94.91%,51.87,21.89,21.89,96.83%,35.58,14.3,14.3,95.97%
567,海德股份,SZ,多元金融,5.47,4.2,4.21,99.41%,7.04,3.85,3.8,96.14%,8.61,3.3,3.11,98.14%
688692,达梦数据,SH,软件开发,4.11,1.51,1.48,96.56%,13.06,5.17,5.15,96.12%,10.44,3.62,3.6,89.63%
688083,中望软件,SH,软件开发,1.47,-3830.45,-3897.26,97.06%,8.93,2074.54,2041.72,95.97%,8.88,6396.43,4836.18,94.42%
688192,迪哲医药-U,SH,化学制药,2.53,-9555.74,-9670.22,95.92%,8.01,-7.64,-7.69,95.73%,3.6,-8.46,-9.4,97.41%
300357,我武生物,SZ,生物制品,2.53,1.19,1.17,95.25%,10.62,3.81,3.68,95.24%,9.25,3.18,3.04,95.16%
600211,西藏药业,SH,生物制品,7.24,2.99,2.83,92.90%,29.82,9.38,9.17,94.22%,28.07,10.51,10.57,94.22%
603444,吉比特,SH,游戏Ⅱ,18.47,5.18,6.17,93.77%,62.05,17.94,21.46,93.90%,36.96,9.45,11.79,87.86%
603039,泛微网络,SH,软件开发,3.33,6213.08,6213.08,93.72%,22.87,2.89,2.89,93.75%,23.62,2.03,2.03,93.25%
300533,冰川网络,SZ,游戏Ⅱ,6.21,-976.29,-1321.5,93.22%,25.54,4.83,5.01,93.27%,27.88,-2.47,-2.23,93.34%
688520,神州细胞,SH,生物制品,3.23,-1.76,-1.81,89.57%,15.6,-5.65,-5.66,93.10%,25.13,1.12,1.12,95.91%
688443,智翔金泰-U,SH,生物制品,6724.67,-1.49,-1.49,86.85%,2.31,-5.36,-5.36,93.02%,3009.5,-7.97,-7.97,82.36%
688278,特宝生物,SH,生物制品,7.98,1.64,1.64,89.45%,36.96,10.31,10.31,92.96%,28.17,8.28,8.28,93.49%
688319,欧林生物,SH,生物制品,1.58,2718.93,2719.77,91.84%,7.04,2226.01,2189.87,92.96%,5.89,2075.76,1572.07,94.45%
300896,爱美客,SZ,医疗美容,6.34,2.98,3.01,92.49%,24.53,12.91,13.02,92.70%,30.26,19.58,19.56,94.64%
688657,浩辰软件,SH,软件开发,7454.69,425.53,391.42,91.94%,3.32,5080.16,5083.16,92.59%,2.89,6299.91,6333.87,92.00%
688336,三生国健,SH,生物制品,4.31,1.78,1.77,80.71%,41.99,28.99,28.92,92.07%,11.94,7.05,6.91,74.50%
300841,康华生物,SZ,生物制品,1.72,2736.34,2736.34,90.98%,11.65,2.2,2.2,92.03%,14.32,3.99,3.99,94.20%
688428,诺诚健华,SH,化学制药,5.29,1.06,1.02,88.14%,23.75,6.42,6.44,91.95%,10.09,-4.41,-4.53,86.29%
300033,同花顺,SZ,软件开发,10.53,2.56,2.56,84.99%,60.29,32.05,32.05,91.54%,41.87,18.23,18.23,89.41%
600519,XD贵州茅,SH,白酒Ⅱ,539.09,272.43,281.54,89.76%,1688.38,823.2,853.1,91.18%,1708.99,862.28,893.35,91.93%
301080,百普赛斯,SZ,生物制品,2.36,4625.71,4625.71,90.35%,8.38,1.66,1.65,91.16%,6.45,1.24,1.2,90.93%
600106,重庆路桥,SH,铁路公路,2449.24,2654.67,2654.67,90.17%,1.13,1.14,1.14,91.09%,1.13,1.57,1.57,84.42%
2558,巨人网络,SZ,游戏Ⅱ,23.29,10.8,11.66,95.38%,50.47,17.55,17.68,91.03%,29.23,14.25,14.31,87.34%
688506,百利天恒,SH,生物制品,9458.68,-7.75,-7.75,54.15%,25.2,-10.54,-10.54,90.78%,58.23,37.08,37.08,95.46%
300624,万兴科技,SZ,软件开发,3.69,-4798.35,-4773.53,87.66%,15.33,-9123.22,-9274.06,90.77%,14.4,-1.63,-1.57,93.22%
688266,泽璟制药-U,SH,化学制药,9.05,6.33,6.33,97.01%,8.1,-1.63,-1.65,90.42%,5.33,-1.38,-1.5,93.06%
688062,迈威生物-U,SH,化学制药,1.28,-2.42,-2.43,76.15%,6.63,-9.69,-9.72,90.27%,2,-10.44,-10.47,85.51%
603590,康辰药业,SH,生物制品,2.15,4721.36,4851.21,89.81%,9.15,1.66,1.69,89.92%,8.25,4221.67,2153.05,89.57%
688505,复旦张江,SH,化学制药,1.49,771.16,763.55,91.76%,6.86,-1.57,-1.58,89.89%,7.09,3973.39,3943.41,91.37%
2773,康弘药业,SZ,生物制品,10.46,3.07,3.03,88.66%,45.85,11.63,11.46,89.85%,44.53,11.91,11.77,89.52%
688566,吉贝尔,SH,化学制药,2.26,4199.42,4094.81,90.15%,9.66,2.62,2.61,89.46%,8.97,2.19,2.19,89.38%
688088,XD虹软科,SH,IT服务Ⅱ,2.27,5408.36,5408.36,90.40%,9.23,2.58,2.58,89.35%,8.15,1.77,1.77,90.43%
301269,华大九天,SZ,软件开发,2.57,-7300.39,-7307.02,78.80%,13.25,6098.35,6096.88,89.25%,12.22,1.09,1.09,93.31%
688198,佰仁医疗,SH,医疗器械,1.44,4137.53,4337.84,88.17%,6.2,1.94,1.8,89.18%,5.02,1.46,1.32,88.34%
688095,福昕软件,SH,软件开发,2.32,1126.65,296.83,91.69%,10.67,3023.64,4612,87.90%,7.11,2695.83,2338.97,93.41%
300935,盈建科,SZ,软件开发,1212.63,-2534.58,-2534.58,90.58%,1.27,-7867.19,-7867.19,87.89%,1.34,-5078.03,-5078.03,93.33%
688235,百济神州,SH,化学制药,105.44,16.08,16.08,89.02%,382.25,14.61,14.61,87.61%,272.14,-49.78,-49.78,84.44%
300803,指南针,SZ,软件开发,5.18,1.11,1.1,89.98%,15.39,2.28,2.26,87.44%,12.11,1.04,1.04,85.69%
300459,汤姆猫,SZ,游戏Ⅱ,2.38,3074.71,3016.31,87.17%,9.26,-12.04,-12.07,87.34%,11.43,-8.59,-8.63,89.34%
688331,荣昌生物,SH,生物制品,6.56,3.28,3.28,82.18%,32.51,7.1,7.1,87.28%,17.17,-14.68,-14.68,80.36%
688321,微芯生物,SH,化学制药,2.57,2827.19,2827.19,85.80%,9.1,5095.92,5095.92,87.12%,6.58,-1.15,-1.15,86.71%
688206,概伦电子,SH,软件开发,1.01,-1229.15,-1246.57,86.21%,4.84,3424.32,3387.5,86.89%,4.19,-9597.08,-9582.43,86.17%
688615,合合信息,SH,软件开发,5.04,1.55,1.55,87.58%,18.1,4.54,4.54,86.70%,14.38,4.01,4.01,84.28%
568,泸州老窖,SZ,白酒Ⅱ,80.25,37.08,37.3,85.82%,257.31,108.31,108.6,86.62%,311.96,134.73,134.98,87.54%
688382,益方生物-U,SH,化学制药,4254.24,-4436.72,-4436.72,96.17%,3728.97,-3.17,-3.17,86.54%,1.69,-2.4,-2.4,97.68%
600276,恒瑞医药,SH,化学制药,81.41,22.82,22.81,86.60%,316.29,77.11,77.17,86.21%,279.85,63.37,63.37,86.25%
688111,金山办公,SH,软件开发,16.13,21.95,21.95,86.59%,59.29,18.36,18.22,85.95%,51.21,16.45,16.55,85.14%
2410,广联达,SZ,软件开发,11.56,3419.91,4629.36,89.73%,60.68,4.05,4.41,85.88%,62.03,2.5,2.71,84.33%
300653,正海生物,SZ,医疗器械,8102.87,1474.93,1474.93,82.65%,3.64,8241.01,8241.01,85.88%,3.63,1.35,1.35,87.64%
688582,芯动联科,SH,半导体,5110.49,255.33,255.33,77.78%,5.24,3.03,3.03,85.77%,4.05,2.22,2.22,85.03%
915,华特达因,SZ,化学制药,4.12,1.11,2.09,81.87%,22.28,5.35,10.29,85.11%,21.34,5.16,10.06,83.83%
688435,英方软件,SH,软件开发,3585.61,-1196.97,-1196.97,74.45%,1.89,-1483.06,-1483.06,85.06%,1.9,-2858.5,-2858.5,86.59%
688373,盟科药业-U,SH,化学制药,4205.97,-2145.36,-2145.36,85.60%,1.42,-2.42,-2.42,84.81%,1.3,-4.41,-4.41,82.80%
300059,东方财富,SZ,证券Ⅱ,10.63,37.38,37.38,85.71%,35.32,120.85,120.85,84.48%,31.11,96.1,96.1,84.04%
688695,中创股份,SH,软件开发,2803.23,-1033.6,-1033.6,97.27%,1.49,-2766.86,-2766.86,84.25%,1.94,3871.68,3871.68,83.72%
688091,上海谊众,SH,化学制药,7915.8,1816.76,1816.76,85.26%,3.16,6455.58,6455.58,83.12%,1.74,697.53,697.53,92.32%
2287,奇正藏药,SZ,中药Ⅱ,4.05,9517.91,9396.49,83.93%,24.16,6.48,6.47,83.05%,23.38,5.82,5.81,82.11%
688318,财富趋势,SH,软件开发,5371.84,3453.88,3453.95,68.82%,3.68,3.15,3.15,82.84%,3.89,3.04,3.04,85.98%
300685,艾德生物,SZ,医疗器械,2.6,8515.69,8515.69,82.46%,11.98,3.61,3.61,82.59%,11.09,2.55,2.55,84.75%
300584,海辰药业,SZ,化学制药,1.6,1736.3,1633.41,78.45%,6.71,4205.84,4073.2,82.51%,5.04,4021.79,4016.3,83.15%
688687,凯因科技,SH,生物制品,2.07,613.42,481.51,72.97%,13.21,3059.84,4025.77,82.16%,12.3,1.42,1.59,81.88%
661,长春高新,SZ,生物制品,25.87,2.76,2.71,77.95%,120.83,1.55,-2353.52,82.11%,134.66,25.83,27.08,85.72%
2826,易明医药,SZ,化学制药,1.83,1964.84,1964.84,82.48%,6.36,9258.07,9312.41,82.11%,6.52,4592.88,4746,68.51%
600865,百大集团,SH,一般零售,4932.16,2765.46,2765.46,78.38%,2.07,995.58,995.11,82.05%,1.94,1.33,1.33,90.63%
688180,君实生物-U,SH,生物制品,7.26,-2056.4,-4342.54,79.76%,24.98,-8.75,-10.09,81.33%,19.48,-12.81,-13.8,78.92%
300573,兴齐眼药,SZ,化学制药,6.83,2.06,2.06,82.05%,24.73,6.96,6.96,81.16%,19.43,3.38,3.38,78.33%
600318,新力金融,SH,多元金融,9044.6,2028.17,4084.93,81.01%,3.52,3567.77,9730.64,80.86%,3.14,3116.32,9412.69,81.69%
2517,恺英网络,SZ,游戏Ⅱ,22.21,7.81,8.23,80.75%,53.25,19.04,19.02,80.84%,51.18,16.28,16.28,81.28%
300039,上海凯宝,SZ,中药Ⅱ,2.83,6486.59,6475,80.82%,11.53,2.79,2.78,80.74%,14.73,3.76,3.75,81.49%
301033,迈普医学,SZ,医疗器械,7836.28,2071.54,2071.54,78.77%,3.69,1.13,1.13,80.23%,2.78,7885.42,7885.42,79.33%
2755,奥赛康,SZ,化学制药,4.82,8446.82,1.04,84.10%,17.79,2.37,2.14,80.22%,17.78,1.6,1.28,81.34%
301371,敷尔佳,SZ,化妆品,5.48,1.72,1.72,77.20%,18.93,4.33,4.33,80.06%,20.17,6.61,6.61,81.73%
600285,羚锐制药,SH,中药Ⅱ,11.26,2.46,2.47,78.19%,38.53,7.6,7.62,80.03%,35.01,7.23,7.23,75.82%
600779,水井坊,SH,白酒Ⅱ,8.16,1.71,1.71,79.84%,30.38,4.06,4.06,79.85%,52.17,13.41,13.41,82.76%
688553,汇宇制药-W,SH,化学制药,2.69,2186.91,2172,79.18%,9.98,-2496.15,-3054.78,79.60%,10.94,3.25,3.16,83.41%
300558,贝达药业,SZ,化学制药,10.4,2.36,2.31,79.08%,36.09,3.05,2.86,79.53%,28.92,4.03,3.87,81.38%
688168,安博通,SH,软件开发,2.08,1209.87,1104.58,30.35%,5.56,-1.54,-1.75,79.49%,7.37,-1.19,-1.17,65.96%
2315,焦点科技,SZ,互联网电商,5.11,9793.8,8499.21,77.53%,19.21,5.04,5.05,79.38%,16.61,4.51,4.55,80.29%
688739,成大生物,SH,生物制品,2.73,-190.77,-190.77,74.05%,13.9,1.32,1.32,79.37%,16.76,3.43,3.43,82.94%
300406,九强生物,SZ,医疗器械,3.35,1.06,1.06,81.94%,13.56,1.9,1.91,79.35%,16.59,5.38,5.37,78.50%
596,古井贡酒,SZ,白酒Ⅱ,74.46,16.07,16.57,77.85%,188.32,35.49,36.41,79.26%,235.78,55.17,57.07,79.90%
301270,汉仪股份,SZ,软件开发,3821.19,-182.75,-188.06,79.67%,1.91,1422.86,1166.55,79.04%,1.91,880.84,417.57,80.86%
600566,济川药业,SH,中药Ⅱ,12.07,4,3.99,82.12%,62.19,17.78,17.78,78.95%,80.17,25.32,25.37,79.25%
688177,百奥泰,SH,生物制品,2.52,-1.52,-1.52,81.34%,9.35,-3.32,-3.32,78.91%,7.43,-5.1,-5.1,69.11%
605098,行动教育,SH,教育,1.73,3907.12,4001.73,76.53%,8.11,3.2,3.23,78.86%,7.83,2.69,2.71,76.05%
300529,健帆生物,SZ,医疗器械,5.61,2.21,2.21,77.25%,20.12,5.33,5.32,78.70%,26.77,8.2,8.14,80.78%
688314,康拓医疗,SH,医疗器械,7368.24,1315.89,1266.63,76.72%,3.51,9870.35,9774.83,78.69%,3.22,8839.91,8763.6,79.98%
603896,寿仙谷,SH,中药Ⅱ,1.61,2893.1,2892.34,76.97%,6.4,1817.43,1812.01,78.67%,7.05,1.74,1.74,80.14%
688253,英诺特,SH,医疗器械,1.09,4063.16,4063.16,76.36%,4.22,1.44,1.44,78.28%,6.21,2.47,2.47,80.12%
688163,赛伦生物,SH,生物制品,2709.36,56.72,56.72,72.65%,1.96,5178.74,5178.74,78.12%,1.95,4429.04,4429.04,78.06%
688193,仁度生物,SH,医疗器械,4207.89,499.54,499.54,76.21%,1.62,1008.74,1008.74,78.04%,1.77,-781.22,-781.22,79.49%
300235,方直科技,SZ,软件开发,1867.27,207.71,203.11,82.84%,9084.94,1859.07,1852.43,77.95%,9214.73,1454.05,1448.85,82.84%
301207,华兰疫苗,SZ,生物制品,2677.54,3736.57,3736.57,70.92%,12.03,1.83,1.83,77.80%,11.28,2.06,2.06,81.15%
688188,柏楚电子,SH,计算机设备,5.48,3.16,3.19,74.51%,21.96,11.13,11.31,77.66%,17.35,8.83,9.32,79.94%
858,五 粮 液,SZ,白酒Ⅱ,228.38,80.63,83.24,81.43%,405.29,89.54,93.17,77.54%,891.75,318.53,331.93,77.05%
688185,康希诺,SH,生物制品,1.9,-4042.43,-4042.43,80.94%,10.68,2787.27,2787.27,77.51%,8.46,-3.79,-3.84,75.84%
2412,汉森制药,SZ,中药Ⅱ,2.63,3840.64,3840.64,79.30%,10.39,1.98,1.98,77.36%,10.04,2.2,2.2,75.85%
300204,舒泰神,SZ,化学制药,4689.77,-843.18,-927.81,78.19%,2.2,-7776.33,-8810.52,77.26%,3.25,-1.45,-1.48,80.83%
300238,冠昊生物,SZ,医疗器械,9344.4,1016.23,720.25,76.64%,3.88,2434.6,1478.73,77.13%,3.77,2741.69,1660.78,79.46%
600814,杭州解百,SH,一般零售,4.98,9040.76,1.47,77.50%,17,2.24,3.81,76.52%,17.53,2.47,4.34,77.91%
301130,西点药业,SZ,化学制药,5592.53,918.48,860.27,72.93%,2.35,2190,1989.81,76.26%,2.56,4026.88,4026.88,76.52%
2275,桂林三金,SZ,中药Ⅱ,5.25,1.24,1.24,82.26%,20.46,4.33,4.33,76.03%,21.94,5.22,5.22,73.41%
2555,三七互娱,SZ,游戏Ⅱ,37.2,8.73,8.71,77.88%,159.66,29,28.99,75.86%,174.41,26.73,26.64,78.63%
603087,甘李药业,SH,生物制品,8.78,1.92,1.92,74.56%,40.52,11.44,11.44,75.84%,30.45,6.15,6.15,74.83%
688796,百奥赛图,SH,医疗服务,4.33,1.04,1.04,78.88%,13.79,1.73,1.73,75.83%,9.8,3354.18,3353.69,77.67%
688289,圣湘生物,SH,医疗器械,4.37,4973.93,4179.16,73.31%,16.42,1.99,1.54,75.79%,14.58,2.76,2.26,77.91%
688058,宝兰德,SH,软件开发,3649.98,-3450.06,-3450.06,66.86%,2.31,-7494.44,-7494.44,75.74%,2.83,-5872.24,-5917.87,80.17%
300009,安科生物,SZ,生物制品,5.42,1.68,1.72,75.59%,26.47,7.35,7.47,75.70%,25.36,7.07,7.16,77.39%
2107,沃华医药,SZ,中药Ⅱ,2.19,3664.87,3845.09,77.96%,8.17,9571.53,8893.1,75.38%,7.64,3640.34,3428.65,72.57%
688217,睿昂基因,SH,医疗器械,3586.41,-498.32,-688.52,78.36%,1.77,-5037.71,-6042.01,75.38%,2.42,-1576.45,-2590.67,74.53%
688513,苑东生物,SH,化学制药,3.26,5083.1,4328.18,77.44%,13.31,2.84,2.74,75.25%,13.5,2.38,2.38,74.93%
2832,比音勒芬,SZ,服装家纺,15.22,3.86,3.86,75.27%,43.14,5.51,5.51,75.09%,40.04,7.81,7.81,77.01%
300049,福瑞医科,SZ,医疗器械,3.6,3179.43,5212.23,74.89%,15.95,1.54,2.58,74.97%,13.49,1.13,1.96,74.13%
603587,地素时尚,SH,服装家纺,5.08,1.01,1.01,77.46%,21.36,2.6,2.6,74.91%,22.19,3.04,3.04,74.84%
688085,三友医疗,SH,医疗器械,1.24,705.61,214.68,72.78%,5.43,6310.02,4488.54,74.90%,4.54,1146.86,1211.27,71.33%
600809,山西汾酒,SH,白酒Ⅱ,149.23,53.83,54.04,75.05%,387.18,122.46,122.95,74.85%,360.11,122.43,122.53,76.20%
2294,信立泰,SZ,化学制药,12.28,2.25,2.26,76.58%,43.53,6.52,6.53,74.76%,40.12,6.02,6.05,72.64%
300601,康泰生物,SZ,生物制品,6.31,3333.9,3360.01,71.10%,26.73,7033.05,7027.39,74.69%,26.52,2.02,2.02,82.00%
300142,沃森生物,SZ,生物制品,4.44,1.11,1.14,68.47%,24.18,1.78,1.25,74.56%,28.21,1.42,1.74,79.69%
300957,贝泰妮,SZ,化妆品,11.18,6596.57,6205.17,73.35%,53.59,5.06,5.17,74.46%,57.36,5.03,4.95,73.74%
603983,丸美生物,SH,化妆品,8.81,1.01,1.01,73.82%,34.59,2.47,2.47,74.29%,29.7,3.42,3.42,73.70%
603369,今世缘,SH,白酒Ⅱ,43.22,13.85,13.85,74.40%,101.81,26.04,26.04,74.25%,115.44,34.12,34.12,74.74%
688583,思看科技,SH,通用设备,8724.12,727.78,727.78,73.30%,3.71,9589.46,9589.46,74.16%,3.33,1.21,1.21,75.64%
688176,亚虹医药-U,SH,化学制药,7108.59,-1.12,-1.14,72.56%,2.77,-4.16,-4.33,74.03%,2.02,-3.84,-3.86,75.54%
600329,达仁堂,SH,中药Ⅱ,15.15,4.24,4.23,77.71%,49.17,21.31,21.11,74.02%,73.07,22.29,22.15,48.18%
2566,益盛药业,SZ,中药Ⅱ,1.79,1614.43,1622.32,74.96%,6.4,2899.93,2893.02,73.99%,6.68,5208.61,5065.64,74.47%
688200,华峰测控,SH,半导体,2.72,9420.73,9362.07,75.30%,13.46,5.36,5.36,73.79%,9.05,3.34,3.34,73.31%
300315,掌趣科技,SZ,游戏Ⅱ,1.85,5409.11,5409.11,77.14%,7.06,-1.57,-1.57,73.69%,8.19,1.11,1.11,77.06%
423,东阿阿胶,SZ,中药Ⅱ,18.14,4.55,4.55,75.52%,67,17.39,17.39,73.47%,61.57,15.57,15.57,69.69%
688276,百克生物,SH,生物制品,1.47,-347.41,-347.41,80.95%,6.05,-2.63,-2.63,73.44%,12.29,2.32,2.32,85.42%
688109,品茗科技,SH,软件开发,4428.73,-1382.74,-1382.74,71.44%,4.37,4663.7,4663.7,73.43%,4.47,3147.93,3147.93,74.26%
301047,义翘神州,SZ,生物制品,1.83,3214.78,3214.78,75.46%,7,1.48,1.48,73.29%,6.14,1.22,1.22,73.29%
603605,珀莱雅,SH,化妆品,23.05,3.67,3.84,74.53%,105.97,14.98,15.43,73.26%,107.78,15.52,15.85,71.39%
688150,莱特光电,SH,电子化学品Ⅱ,1.33,4597.92,4565.07,69.74%,5.52,2.19,2.19,73.01%,4.72,1.67,1.67,67.08%
300705,九典制药,SZ,化学制药,5.95,5673.61,5426.23,66.85%,31.11,4.73,4.7,72.94%,29.31,5.12,5.12,73.23%
688617,惠泰医疗,SH,医疗器械,7.04,2.29,2.26,72.43%,25.84,8.21,8.08,72.88%,20.66,6.73,6.58,72.31%
1270,铖昌科技,SZ,军工电子Ⅱ,1.04,4472.41,4472.41,82.17%,4.05,1.17,1.17,72.68%,2.12,-3111.79,-3111.79,63.90%
603198,迎驾贡酒,SH,白酒Ⅱ,22.3,8.35,8.37,75.60%,60.19,19.86,19.89,72.54%,73.44,25.89,25.94,73.94%
300595,欧普康视,SZ,医疗器械,4.59,1.46,1.64,71.61%,18.61,4.8,5.44,72.46%,18.14,5.72,6.22,73.46%
766,通化金马,SZ,化学制药,3,912.93,912.01,74.85%,11.7,3428.65,3420.48,72.13%,13.23,5643.73,5597.82,74.93%
2262,恩华药业,SZ,化学制药,16.1,3.17,3.18,70.97%,59.11,10.57,10.55,72.13%,56.98,11.44,11.41,73.56%
603998,方盛制药,SH,中药Ⅱ,4.63,8839.17,8786.07,75.33%,17.46,3.06,3.03,71.97%,17.77,2.55,2.5,71.85%
534,万泽股份,SZ,生物制品,3.6,7746.83,7458.08,71.11%,12.91,1.97,1.7,71.75%,10.79,1.93,1.87,75.04%
2304,洋河股份,SZ,白酒Ⅱ,81.86,24.47,24.44,75.42%,192.11,22.06,21.91,71.60%,288.76,66.73,66.66,73.16%
2873,新天药业,SZ,中药Ⅱ,1.79,349.52,349.52,72.49%,7.5,911.15,911.15,71.58%,8.58,5232.29,5232.29,73.45%
301602,超研股份,SZ,医疗器械,6632.64,911.48,911.48,69.56%,4.06,1.49,1.49,71.55%,3.76,1.46,1.46,70.79%
600557,康缘药业,SH,中药Ⅱ,8.31,7927.59,8015.52,74.97%,32.93,3.04,3.07,71.44%,38.98,3.92,3.81,73.22%
688758,赛分科技,SH,化学制药,1.14,3548.85,3561.12,76.48%,4.03,1.27,1.27,71.40%,3.15,8516,8646.76,70.99%
688690,纳微科技,SH,化学制药,2.53,6813.47,6850.56,74.19%,9.25,1.36,1.41,71.31%,7.82,8284.34,8292.88,70.22%
2912,中新赛克,SZ,计算机设备,1.02,-8202.75,-8202.75,42.00%,7.51,6941.07,6941.07,71.18%,6.58,5992.24,5992.24,74.93%
2653,海思科,SZ,化学制药,15.64,5.55,5.55,81.40%,43.88,2.6,2.6,71.16%,37.21,3.95,4.66,71.46%
600901,江苏金租,SH,多元金融,17.98,8.22,8.3,61.87%,61.09,32.41,,71.15%,52.78,29.43,,74.30%
688489,三未信安,SH,计算机设备,7215.48,-2261.48,-2264.83,79.73%,5.54,-4364.67,-3786.97,71.12%,4.73,4211.99,4990.16,72.20%
688581,安杰思,SH,医疗器械,1.4,5679.62,5657.72,69.40%,5.94,2.22,2.21,71.09%,6.37,2.93,2.93,72.11%
688016,心脉医疗,SH,医疗器械,3.7,1.55,1.53,73.13%,13.51,5.63,5.55,71.08%,12.06,5.02,4.93,73.01%
600570,恒生电子,SH,软件开发,9.05,1.39,1.65,67.96%,57.83,12.31,12.86,71.06%,65.81,10.43,10.4,72.02%
603383,顶点软件,SH,软件开发,1.5,4644.29,4576.95,73.53%,5.82,1.78,1.79,70.72%,6.64,1.94,1.93,67.05%
2901,大博医疗,SZ,医疗器械,6.41,1.47,1.62,74.16%,26.01,6,6.37,70.50%,21.36,3.57,3.85,68.75%
2027,分众传媒,SZ,广告营销,29.15,17.9,17.84,68.74%,127.59,29.46,29.2,70.48%,122.62,51.55,50.72,66.26%
600867,通化东宝,SH,生物制品,7.48,1.27,1.22,71.62%,29.47,12.19,11.97,70.33%,20.1,-4195.48,-4254.88,73.90%
688363,华熙生物,SH,医疗美容,8.29,6465.47,6500.47,67.84%,41.99,2.92,2.91,70.33%,53.71,1.74,1.68,74.07%
688273,麦澜德,SH,医疗器械,9920.05,2292.53,2254.68,66.92%,4.32,1.03,9983.31,70.20%,4.25,1.02,1.09,71.96%
688366,昊海生科,SH,医疗器械,5.71,7355.89,7165.95,66.32%,24.73,2.51,2.08,70.13%,26.98,4.2,3.76,69.88%
603439,三力制药,SH,中药Ⅱ,3.82,4441.15,4513.79,71.77%,17.03,4625.42,4815.36,69.96%,21.44,2.74,2.8,69.69%
688365,光云科技,SH,IT服务Ⅱ,1.42,602.14,403.59,72.95%,5.63,-2608.19,-2656.14,69.96%,4.78,-8204.61,-8562.76,65.52%
2602,世纪华通,SZ,游戏Ⅱ,110.1,20.27,20.49,72.05%,378.98,56.05,57.18,69.95%,226.2,12.13,10.45,65.80%
688709,成都华微,SH,半导体,1.03,-6710.19,-6388.95,71.94%,7.6,1.54,1.64,69.95%,6.04,1.22,1.3,75.72%
688712,北芯生命,SH,医疗器械,1.85,4571.09,4383.03,71.75%,5.42,8001.55,7215.63,69.89%,3.17,-4359.62,-5373.97,63.31%
600645,中源协和,SH,生物制品,3.17,2424.49,2415.86,69.57%,14.55,1.14,1.04,69.84%,15.85,1,8935.41,69.24%
603811,DR诚意药,SH,化学制药,2.01,4428.97,4462.38,69.96%,8.12,1.95,1.97,69.80%,7.14,2.01,2.01,69.53%
603387,基蛋生物,SH,医疗器械,2.68,7630.32,7324.03,70.34%,10.52,2.21,2.12,69.79%,11.65,2.24,2.3,69.23%
300642,透景生命,SZ,医疗器械,8260.89,-556.08,-625.01,64.87%,3.64,358.79,-82.44,69.56%,4.37,3453.5,2837.67,66.15%
688105,诺唯赞,SH,生物制品,3.21,418.17,198.8,71.04%,13.78,-1661.33,-2250.59,69.54%,13.78,-1809.38,-1962.28,69.93%
301528,多浦乐,SZ,通用设备,2838.36,-37.13,-45.14,71.60%,2.26,6649.2,6611.42,69.49%,1.62,5160.34,5083.8,71.19%
300832,新产业,SZ,医疗器械,11.29,4.42,4.42,73.48%,45.77,16.2,16.2,69.25%,45.35,18.28,18.28,72.07%
688277,天智航-U,SH,医疗器械,5272.18,-4645,-5072.42,63.87%,2.79,-1.83,-1.96,69.22%,1.79,-1.21,-1.21,70.17%
2568,百润股份,SZ,非白酒,8,2.16,2.16,70.31%,29.44,6.37,6.37,69.18%,30.48,7.19,7.16,69.67%
603589,口子窖,SH,白酒Ⅱ,13.75,3.29,3.29,67.61%,39.91,6.73,6.73,69.11%,60.15,16.55,16.55,74.59%
603533,掌阅科技,SH,数字媒体,7.94,-3372.69,-3395.31,63.90%,32.43,-1.76,-1.7,69.10%,25.83,4929.17,5628.72,73.38%
300659,中孚信息,SZ,计算机设备,5831.99,-7954.41,-7954.41,80.10%,7.25,-1.04,-1.04,69.02%,7.85,-1.25,-1.25,65.39%
688613,奥精医疗,SH,医疗器械,4867.99,141.1,51.86,60.94%,2.24,1383.92,950.24,68.66%,2.06,-1266.22,-1713.9,71.07%
300418,昆仑万维,SZ,数字媒体,25.7,-8.87,-10.8,66.23%,81.98,-15.93,-21.17,68.61%,56.62,-15.95,-19.47,73.56%
688229,博睿数据,SH,IT服务Ⅱ,3220.36,-1163.85,-1164.67,73.25%,1.27,-9683.5,-9688.88,68.61%,1.41,-1.15,-1.16,68.66%
300753,爱朋医疗,SZ,医疗器械,6830.97,-439.09,-523.07,66.18%,3.42,-2402.07,-2683.15,68.44%,4.04,1080.07,1089.48,68.42%
688152,麒麟信安,SH,软件开发,4123.44,-862.72,-862.72,76.22%,3.1,-5807.42,-5808.94,68.42%,2.86,793.57,769.1,70.84%
300534,陇神戎发,SZ,中药Ⅱ,2.32,2466.15,3288.04,61.81%,8.87,4395.08,6536.46,68.27%,10.43,2447.65,5008.11,72.06%
688507,索辰科技,SH,软件开发,3942.94,-3394.06,-4374.79,50.13%,4.66,3150.22,6798.26,68.16%,3.79,4144.9,4736.55,71.86%
